X,Y
1459.3,1433.4
1456.4,1440.7
1455.7,1444
1462.9,1455.4
1454.7,1459.1
1454.3,1466.4
1455.6,1467.5
1459.8,1466.4
1464.4,1481.6
1450.3,1479.2
1454.2,1491.4
1442.1,1489.5
1438.2,1483
1430.8,1493.7
1421.2,1494.4
1414.1,1495.4
1413.6,1498.1
1417.9,1502.1
1415.7,1506.4
1401.7,1509.3
1399.6,1504.9
1395.4,1510.8
1383.5,1506.8
1380.6,1510.7
1379.1,1512.2
1371.1,1502.8
1369.6,1498.2
1357.4,1490
1356.6,1490
1354,1502.5
1346.2,1502.4
1338.2,1509.8
1336.3,1511.5
1326.8,1530.1
1321.2,1542.8
1312.3,1545.1
1311.2,1547.7
1303.8,1548
1298.6,1552.6
1305,1557.4
1304.8,1560.6
1306.2,1563.4
1313.9,1565.9
1321.1,1561.1
1324.8,1558.3
1328.9,1566.4
1332.1,1567.7
1334.5,1573.1
1327.5,1583.1
1342.1,1590.5
1343.1,1582.8
1343.3,1575.8
1344,1571
1351.3,1567.3
1354.2,1561.6
1358.5,1562.9
1364.6,1571.4
1365.1,1572.7
1363.6,1573.1
1359.9,1573.1
1358.6,1573.7
1360.7,1578.2
1367.8,1586.2
1355.7,1596
1338.7,1602.2
1333.6,1598.6
1329.2,1613.6
1335,1618.9
1344.9,1623.6
1348.1,1627.5
1353.2,1631
1356.2,1649.6
1353,1654.7
1346.7,1657.8
1361.4,1664.3
1358.9,1669.3
1350.8,1672.2
1349.3,1669.3
1342.7,1669.7
1334.3,1675.1
1332.4,1676.2
1338.6,1677.3
1340.7,1680.2
1335.9,1689.5
1332,1690.4
1328.6,1694.2
1332.2,1698.1
1344.6,1694.8
1351.9,1697.5
1349,1701.1
1352.6,1710.7
1353.9,1709.2
1353.9,1708.3
1363.8,1699
1369.7,1696.5
1364.7,1686.7
1361.1,1687
1362.7,1679.3
1366.1,1676.4
1375.3,1675.2
1380.6,1675.7
1388.7,1675.4
1396.1,1681.7
1404.6,1681.6
1405.7,1682.2
1409.4,1671.6
1411.5,1670.9
1410.1,1666.3
1406.6,1661.7
1400.6,1663.3
1396.6,1652.3
1386.6,1659.3
1381.4,1654.3
1375,1658.5
1373.3,1665.7
1368.9,1663.6
1368.5,1653.2
1369.1,1639.9
1378.8,1638.8
1377.6,1631.9
1379.5,1627.1
1390.3,1634.7
1394.9,1632.4
1391.6,1638.7
1387,1645.9
1403.8,1651.1
1410.2,1647.1
1418.8,1649.9
1426.9,1649
1428,1663.7
1431.2,1661.9
1435,1666.1
1443.2,1655.4
1445.8,1657.9
1447,1668.7
1441.2,1678.7
1428.8,1674.6
1425,1671.6
1417.8,1673
1415.4,1688.4
1418.4,1704
1419.6,1703.3
1423.8,1706
1421.1,1708.3
1419.9,1714.6
1413.2,1709.1
1408.8,1708.7
1406,1708.7
1402.5,1701.5
1389,1692.5
1379.6,1695.1
1376.5,1692.4
1376.3,1693.8
1379.8,1700.7
1382.3,1707.7
1378.1,1711.7
1367,1717.3
1362.1,1719.6
1367.9,1727.4
1374.8,1729.4
1381.7,1737.1
1368.9,1744.4
1371.7,1748.8
1369.3,1753.5
1361.2,1756.7
1362.1,1761.1
1359,1763.1
1357.5,1771.3
1347.6,1757.5
1348.2,1755.4
1346.7,1756.4
1344.3,1757
1340,1761.4
1335.9,1764.1
1321.4,1762.4
1324.8,1756.7
1324,1755.1
1318.6,1745.3
1324.6,1742.4
1334.6,1741.5
1339.9,1742.4
1351.1,1741.5
1351.8,1729.9
1350,1727.3
1348.7,1721.4
1348.3,1717.6
1337.7,1730.5
1317,1713.2
1321.7,1706.5
1316.3,1700.9
1309.6,1677
1313.9,1669.6
1308.4,1669
1306.6,1657.7
1307.5,1657.4
1334.1,1668.8
1335.5,1667.5
1319.8,1645
1320.3,1644.8
1329.4,1643.7
1330.3,1642.6
1338.6,1631.3
1338.6,1625.5
1336,1627
1322.2,1622.5
1320,1612.8
1308.8,1610.5
1301.5,1619.1
1295.3,1609.2
1285.9,1589.3
1286.4,1588.5
1301,1584.8
1317.4,1583.9
1293.8,1561.8
1286.7,1553.2
1281.6,1548.8
1281.6,1560
1280.9,1571.6
1274.2,1566.6
1271.6,1564.3
1265.9,1563.9
1263.8,1569.7
1273.5,1578.7
1275.8,1577.7
1278.5,1575.4
1281.8,1582.8
1275.2,1589.5
1268.6,1581.5
1263.9,1578.6
1254,1573.5
1249.2,1576.8
1251.4,1572.3
1253.3,1571.5
1257.6,1572.6
1258.3,1568.5
1257.3,1568.3
1257.3,1567.1
1254.2,1557.7
1252.4,1554.6
1247.6,1551.7
1238.7,1555.7
1234.3,1552.4
1231.8,1546.7
1231.1,1546
1242.8,1541.6
1238.7,1532
1244.3,1534.9
1247.7,1537.3
1248.1,1535.7
1250,1533
1248.9,1532.3
1243.4,1524.2
1242.3,1520.6
1245.6,1519.2
1247.3,1518.2
1250.1,1513.3
1245.4,1507.3
1240.1,1505.2
1239.8,1496.1
1247.2,1496.4
1251.2,1493.4
1252.7,1496.3
1253.7,1503
1253.3,1505
1255.6,1504.1
1263.5,1512.5
1259,1518.9
1254.2,1530.2
1254,1544.3
1260.2,1543.3
1260,1537
1261.5,1524.9
1265.9,1522.8
1270.3,1525.9
1271.8,1539.6
1267.4,1542.8
1266.5,1547.3
1263.8,1548.9
1260.5,1547
1259.8,1549.9
1264.8,1550.1
1263.9,1553.3
1266.7,1559.6
1267.8,1559.6
1271.4,1559.3
1272.8,1556.7
1272.7,1555.5
1271.7,1554
1273.2,1551.2
1276.2,1543.4
1284.6,1540.4
1285.6,1530.8
1285,1527.1
1275.2,1524.4
1272.4,1518
1276.9,1516.3
1276.3,1511.1
1281.3,1506
1290.2,1509.5
1289.5,1515.6
1288.4,1520.8
1298.2,1527.8
1310.8,1523.9
1308.1,1513.3
1303.3,1517.9
1299.1,1514.8
1300.8,1507.8
1303.4,1506.1
1314.1,1490.9
1317,1491.5
1319.9,1477.1
1312.7,1474.6
1323,1468
1325.3,1475.3
1330.7,1480.6
1331.8,1479.5
1333.4,1475.7
1341.2,1478
1346.9,1469.1
1344.8,1456.8
1354.4,1464.5
1361.8,1459
1364.9,1445.9
1363.4,1428.4
1346.4,1441.2
1342.4,1442.2
1327.9,1442.2
1326.7,1445.3
1325.6,1450.9
1318.2,1455.3
1316.1,1457.1
1312.1,1454.4
1305.2,1465.4
1295,1465.5
1279.1,1470
1277.6,1473.5
1273.1,1472
1269.6,1466.9
1268.3,1469.8
1269.1,1478.6
1269,1485.3
1279.9,1482.4
1282.3,1487.1
1290.8,1487.3
1293.2,1490.4
1285.2,1497.8
1281.2,1500.4
1275.2,1497.6
1268.8,1499.8
1261,1498
1261.7,1492.5
1262.4,1490.3
1264.1,1488.7
1266.5,1487.6
1264.6,1482.6
1261.2,1482.2
1261.7,1476.9
1260.7,1473.1
1261,1471.1
1261.6,1463.8
1264.1,1461.4
1268.5,1465.2
1268.7,1456.6
1262.9,1457.1
1258,1459.5
1254.9,1460.1
1255.8,1465.4
1255.8,1469.7
1255.8,1473
1252.9,1483.5
1253.9,1485.9
1246.8,1490
1247.4,1485.2
1250.9,1480.6
1242,1477.5
1239.3,1478.3
1244.9,1472.3
1246.5,1470.6
1250.5,1463.6
1252.7,1462.1
1247.8,1458.4
1250.5,1452.4
1248.5,1449.5
1246.2,1450.2
1243.5,1452.8
1236.7,1454.3
1236.1,1454.9
1236,1457.5
1233.8,1455.1
1230.9,1441.9
1225.2,1446.1
1226.4,1456.2
1216.2,1454.5
1212.2,1451.2
1210.8,1446.9
1215.5,1434.2
1212.8,1433.2
1205.8,1452.7
1202.7,1455.6
1202.1,1456.9
1201.5,1457.6
1198.7,1459.3
1202.4,1463.4
1202.5,1469
1192.4,1481.9
1191.9,1481.2
1182.9,1477.8
1176.2,1471.3
1179.6,1463
1177.4,1459.7
1158.3,1462.8
1154.5,1466
1154.8,1460.4
1159.4,1461.2
1161.7,1460.7
1162.6,1458.3
1165.6,1452.8
1164.1,1448.8
1157,1446.9
1154.1,1448.7
1152.5,1449.7
1155,1452.8
1151.6,1454.8
1145.5,1446
1145.4,1442
1146.8,1439.9
1147.6,1434.3
1156.2,1434.6
1163.7,1428.2
1163.9,1429.6
1161.2,1438
1160.8,1441.6
1164.8,1440.3
1166.8,1447
1169.7,1445.2
1175.6,1447
1178.3,1454
1182.9,1455.6
1193.3,1463.1
1194.6,1453.7
1193.5,1442.5
1188.5,1448.7
1181.3,1445.4
1182,1440.9
1183.3,1439
1179.6,1433.4
1171.2,1429.1
1176.1,1427.2
1183.8,1425.9
1185.7,1425.2
1185.7,1416.8
1185.7,1413.9
1189.9,1408.7
1191.4,1406.5
1194.1,1394.9
1197.4,1400.4
1205.2,1413.7
1195.3,1424.3
1198.5,1427
1190.6,1438.2
1196.3,1439.4
1199,1437.1
1200.5,1433.7
1204.3,1432.4
1204.9,1431.6
1206.4,1427.8
1205,1424.1
1210.2,1424.4
1216.2,1429.3
1214.4,1426.4
1213.4,1421
1212.6,1415.3
1210.2,1412.9
1210.4,1407.2
1212.9,1402.7
1214.4,1396.8
1211.6,1391.8
1217.8,1388.2
1215.4,1384
1216.2,1380.6
1217.1,1380
1217,1380.9
1218.7,1381.9
1224.4,1389.4
1223.9,1390.3
1221.5,1392.6
1222.3,1395.9
1220.4,1400.5
1219.4,1405.9
1229.2,1414.4
1229.5,1409.3
1229.3,1408.4
1231.5,1406.1
1231.6,1398.1
1237,1394.3
1237.7,1391.2
1233.4,1388.8
1235,1381.3
1238.4,1376.9
1240.7,1376.1
1245,1362.2
1252.4,1360.7
1250.5,1366.1
1253.4,1372.1
1257.8,1369.3
1259.2,1377.5
1260.4,1380.5
1262.5,1384.9
1269,1394.7
1270.3,1395.2
1270.5,1403.4
1267.3,1411.2
1261,1402.8
1261.7,1399.5
1258.5,1397.6
1256.6,1396
1255.5,1386
1252.3,1387.4
1247,1381.5
1244.6,1388.9
1241.9,1388.7
1241.2,1388.2
1243,1391.1
1246.5,1390.6
1252.3,1400.2
1244.4,1407.3
1242.7,1410.3
1255.5,1413.2
1254.5,1416
1251.3,1425.5
1242.7,1429.2
1241,1433.4
1237.6,1426.7
1229,1417.7
1225.2,1418.7
1224.8,1422.8
1223.3,1428.3
1222,1428.6
1224.6,1431.8
1227.5,1430.9
1226.1,1432.4
1225.8,1438.5
1228.5,1436.7
1233.2,1431
1235.3,1438.6
1239.4,1438
1248.2,1446.8
1258.1,1441.1
1251.9,1437.2
1251,1436.6
1263.1,1420.5
1271.9,1428.5
1278.1,1420.1
1279.9,1418.7
1279.9,1432.7
1278.9,1438.9
1277.9,1442.5
1275.5,1441.3
1272.6,1447.5
1272.3,1447.3
1267.6,1446.8
1266.6,1443
1262.6,1448.6
1260.6,1446.3
1254.8,1450.5
1254.8,1454
1259,1452.5
1266.4,1451.9
1270.8,1456
1275.8,1460.9
1274.4,1467.7
1282.1,1466.3
1303,1457.5
1300.5,1451.7
1298.5,1448.5
1294.9,1448.8
1295,1447.4
1291.8,1440.3
1286.9,1429.8
1304.8,1433.3
1312.3,1421.5
1299.3,1414.8
1297.8,1415.3
1295,1409.7
1289.2,1407.9
1284.5,1398.5
1282.3,1394.6
1280.6,1383.4
1293.4,1385.2
1287.2,1362.6
1285.4,1358.7
1286,1352.7
1288.7,1347.8
1283.1,1353.3
1277.2,1352.7
1274.1,1346.5
1273.2,1349.1
1273.7,1353.9
1269.3,1361.4
1272.9,1364.3
1277.8,1369.8
1262.4,1368.3
1259.6,1364.7
1262.1,1360.2
1258.1,1356.9
1249.8,1356.2
1241.2,1346.5
1237.9,1341.1
1242.8,1340
1247.5,1335.3
1253.5,1336.3
1259.7,1343
1259.8,1350.9
1263.1,1341.9
1261.8,1335
1263.6,1332.5
1264.7,1331.3
1266.6,1329.4
1269.4,1332.2
1269.9,1323.5
1272.3,1327.9
1280.4,1332
1286.2,1328.5
1285.3,1317.5
1279.1,1317.1
1279.3,1313.8
1282.7,1310.4
1285.2,1305.1
1288.8,1302.8
1285.6,1301.2
1283.8,1297.7
1275.6,1296.7
1277.8,1306.5
1274.1,1307
1265.4,1307.5
1262.6,1302.5
1261,1302.8
1257.9,1305.3
1258.2,1306.3
1259.5,1315.9
1264.2,1318.7
1266.9,1319.4
1262.3,1326
1258,1328.8
1255,1321.1
1245.2,1315.2
1244.4,1318.1
1244.6,1319.9
1243,1319.9
1242.7,1320.8
1238.9,1323.3
1240.7,1328.8
1244.1,1330.7
1245.6,1332
1239.4,1331.8
1236.9,1334.3
1238.9,1337
1232.2,1336.9
1234.1,1332.3
1231,1326.3
1232.8,1321.8
1226,1320.4
1223.7,1323.1
1214,1315.7
1206.5,1319.6
1210.3,1320.1
1214.9,1325.7
1214.1,1330.8
1214.7,1331.4
1221.7,1331.7
1221.6,1334.7
1223.8,1347.1
1227.1,1348.8
1232.8,1348.6
1237.6,1357.6
1232.6,1359.7
1233,1362
1238.1,1362.9
1233.1,1369.3
1232,1380.3
1228.1,1381.9
1224.8,1380.5
1220.7,1370.9
1223.5,1370.2
1222.2,1363.2
1218.3,1355.9
1221.1,1355.7
1222,1350.9
1215.6,1351.7
1209.6,1352.9
1206.7,1356.2
1208.1,1364
1203.2,1372.1
1210.4,1379.8
1203,1382.8
1202,1389.2
1198.1,1391.7
1197.6,1390.4
1193.6,1385.8
1188.1,1387.5
1187.9,1395.7
1181.4,1398.2
1183.3,1401.8
1182.1,1404.5
1181.4,1404.3
1179,1413.5
1176,1405.9
1174.1,1397.8
1167.7,1394.3
1170.7,1394.6
1176.1,1393.6
1173.6,1391
1172.8,1389.4
1173.9,1387.6
1174.9,1387.4
1185.1,1386.3
1186.9,1378
1180.5,1380.5
1176.4,1373.2
1173,1370
1166.9,1371
1176,1359.5
1177.2,1362.4
1187.6,1364.6
1190.6,1369.2
1192.8,1369.2
1195.5,1362.7
1194.3,1358.5
1192.4,1356.6
1200.8,1349.7
1205.2,1349.3
1208,1340.3
1213.1,1338
1204,1336
1197.6,1338
1196.9,1331.7
1191.8,1327.3
1193.9,1332.4
1194.8,1338.8
1188.6,1347.3
1188.4,1348.4
1187.9,1354.5
1178.2,1348.4
1173.3,1351.4
1174.4,1357.5
1166.9,1356.3
1168.6,1352.1
1166.6,1342.8
1165.2,1347.8
1164.6,1349
1159.1,1351.2
1160.7,1353.7
1161.3,1356.7
1150.6,1357.2
1148.5,1355
1147.1,1352.8
1145.6,1348.9
1140.7,1348.2
1142.4,1343.5
1140.9,1339.7
1150.2,1341.4
1151.6,1343.6
1157.1,1342.4
1152.9,1330.2
1151.4,1328.1
1152.1,1324.8
1147.4,1322.3
1148.5,1315.4
1144.4,1315.4
1140.9,1313.6
1137.4,1313.7
1133.7,1311
1137.6,1307.5
1139,1304.1
1139.8,1303.9
1138.3,1301.2
1133.1,1303.1
1130.6,1300.8
1129.3,1297.1
1128.1,1304.9
1131.3,1314.3
1141.5,1326.6
1135.2,1330.4
1137.2,1334.7
1132,1334.5
1130,1336.5
1123.9,1336.3
1125.8,1344.6
1128.5,1346.8
1132.5,1347.6
1135.9,1364.7
1141.5,1362.3
1143.5,1358.4
1148.5,1362
1149.3,1367.6
1148.2,1370.7
1153.8,1374.3
1163.1,1372.5
1153.5,1377.3
1146,1380.4
1147.1,1382.2
1147.6,1384.4
1152.9,1384.5
1158.4,1383
1162,1396.1
1164.7,1398.3
1157.7,1400.2
1166.5,1407.2
1167,1410.1
1169.9,1410.2
1169.1,1415.9
1167.1,1414.2
1164.6,1412
1160.1,1410.8
1159.4,1408.8
1157.2,1407.9
1151.9,1408.9
1159,1417.2
1153.9,1419.3
1143,1418.8
1143.6,1417.1
1143.9,1412.9
1145,1409.7
1145,1406.4
1139.6,1406.8
1136.9,1402.9
1137.8,1397.3
1137,1395.6
1133.8,1394.3
1138.7,1391.1
1137,1383.6
1135.1,1380.8
1134.9,1369.9
1132,1371.2
1129.6,1367.2
1120.5,1368.9
1118.7,1376
1116.8,1375.3
1116.1,1378.5
1113.5,1376.2
1108,1367.8
1111.7,1366
1110.5,1360.7
1113.2,1356.6
1109.6,1352.6
1106.3,1348.4
1100.9,1343.1
1096,1346.1
1097.6,1357.4
1103.3,1361.8
1105.7,1363.8
1105.1,1365.3
1103.9,1368.1
1100.1,1367.1
1099.4,1366.4
1092.9,1366.1
1089.1,1366.4
1086.4,1371
1089.9,1380.4
1098,1379.1
1100.2,1382.4
1105.4,1372.4
1106.4,1380.7
1103.6,1386.7
1102.9,1388.2
1096.1,1392.7
1098.9,1394.3
1099.6,1397
1099.7,1396.7
1103.2,1393.4
1103.8,1396.7
1103.9,1400.7
1097.8,1408.7
1101.7,1410.9
1105.7,1414.9
1110.5,1424.6
1111,1421.6
1113.5,1418.5
1116.9,1415.4
1118.6,1414.1
1119.4,1413.1
1116.6,1418.9
1121.3,1422.3
1125.9,1420.5
1121.5,1410.8
1120.2,1407.2
1119.5,1401
1118.6,1399.3
1120.9,1398
1120,1395
1113.8,1393.8
1112.8,1390.2
1118.5,1383.9
1123.6,1381
1131.7,1389
1127.4,1392.7
1129.5,1395.5
1130.5,1397.2
1130.7,1399.4
1129.7,1405
1134.6,1410.7
1136.8,1411.8
1137.8,1415.9
1135.4,1418.2
1140.8,1421.1
1139.1,1433
1134.7,1438.4
1133,1437.1
1127.5,1440.5
1132.2,1445.6
1136,1447.2
1132.9,1448
1130,1453.5
1128.8,1452.9
1127.7,1451.5
1122.9,1452.1
1125,1455.9
1121.1,1458.5
1117.2,1467.5
1119.2,1459.4
1116.6,1443
1115.6,1443.9
1106.4,1450.1
1101.2,1447.2
1098.9,1446.8
1097.2,1442
1097.3,1448.6
1094.6,1450.8
1096.1,1454.6
1093.8,1453.7
1088.7,1458.7
1093.9,1465.5
1103.5,1458.9
1104.4,1469.4
1105.3,1473.8
1108.3,1473.1
1117.4,1480
1122.2,1479.1
1129.5,1477.7
1129.4,1476.8
1133.1,1476.4
1126.1,1473.2
1131.9,1469.9
1131,1460.9
1136.2,1464.9
1142.6,1459.6
1143.9,1465.9
1144.8,1467.1
1151.7,1469.9
1145.1,1470.6
1141.6,1471.6
1143.3,1478.2
1132.1,1481
1135.5,1482.2
1144.3,1487.6
1140.9,1493.2
1137.6,1491.1
1134,1496.1
1137.7,1497.5
1142.2,1502.8
1146,1500.3
1149.3,1498.9
1151.8,1498.2
1154.3,1500.1
1150.8,1500.6
1151.2,1501.8
1153.9,1504.9
1156.5,1507.1
1158.4,1506.8
1158.1,1508.8
1158.6,1513
1157.5,1515.7
1155,1517.3
1145.8,1508.7
1142.6,1508.7
1142.8,1512.1
1145.3,1517.9
1147.7,1518.3
1152.6,1531.1
1161.4,1531.5
1161.8,1527.5
1163.8,1526.5
1160.3,1525.4
1158.9,1519.7
1161.4,1521
1166.8,1519.4
1173.4,1516.1
1184.5,1518.9
1190.5,1520
1191,1512.4
1195.3,1510.8
1187.8,1506.1
1187.7,1502.7
1176.6,1507.6
1173,1512.7
1162,1503.2
1164.7,1493.4
1160.7,1484.4
1162.9,1476.5
1169,1485.6
1172.2,1489.1
1173.5,1491.6
1175.6,1484.6
1184.5,1489
1186,1494.4
1191.2,1496.1
1195.5,1497.5
1197.9,1495.9
1208.3,1485.1
1211.9,1478.4
1217.3,1479
1212.9,1467.7
1216.3,1462.5
1220.4,1463.7
1222.4,1466.1
1225.4,1473.2
1236.4,1468.3
1237.7,1470.2
1237,1474.2
1229.8,1477.2
1222.5,1482.2
1224.4,1490.6
1223.7,1492.1
1227.1,1493.9
1223.8,1499.2
1219.6,1495.5
1221.1,1492.9
1212.1,1492.4
1209.4,1498.2
1210.9,1499.3
1211.6,1498.9
1213.5,1500
1217.7,1502.8
1212.3,1511.3
1212.3,1514
1220.2,1509.5
1221.5,1505.3
1227.2,1503.4
1228.6,1503.3
1234.1,1516.5
1239.5,1523.3
1239.7,1527.2
1237.3,1529.3
1236.3,1525
1230.9,1525.5
1231.9,1523.9
1229.8,1521.6
1220.6,1514.2
1217.3,1513.4
1217.7,1517.1
1224.7,1522
1221.9,1525.8
1223.4,1526.4
1225.3,1543.5
1223.2,1549
1225.2,1554.6
1224.2,1555.4
1220.9,1561.1
1215.6,1550
1213.2,1549.6
1208.5,1551.1
1205.7,1549.4
1214.8,1540.6
1211.2,1540.2
1206.2,1533.5
1208.4,1527.4
1213.1,1525.5
1211.9,1516.1
1206.7,1518
1203.4,1519.2
1199.4,1526
1199.3,1527.6
1195.7,1527.8
1192.2,1524.3
1190.2,1529
1198.3,1532.6
1195.9,1537.6
1191.9,1548.9
1190.6,1543.2
1189.5,1542.8
1185.4,1543.2
1186.1,1532.4
1183.3,1531.1
1181.4,1532.4
1176.5,1530.2
1177.4,1533.7
1174.9,1536.1
1177.9,1537.6
1180.3,1541.1
1180.9,1544.3
1183.1,1548.3
1184.6,1548.9
1174.7,1551.2
1166.1,1548.4
1165.8,1550.1
1156.9,1548.2
1158.1,1542.9
1151.3,1545.7
1144.5,1540.8
1141.7,1531.1
1135.3,1535
1134.5,1538.8
1139,1545.7
1132.9,1541.2
1129.3,1540.7
1128.8,1543.2
1119.1,1546
1110.3,1547.5
1110.6,1548.7
1107.9,1549.2
1106.4,1551.6
1105.3,1552.7
1104.5,1553.2
1099.3,1553.8
1097.7,1556.7
1092,1551.1
1090.7,1546.1
1090.6,1543.6
1093.1,1542.7
1098.3,1532.8
1100.5,1530.9
1085.9,1535.9
1084.7,1535
1087.8,1530.3
1096.1,1521.2
1094.9,1519.5
1090,1519.3
1090.3,1509.2
1101.7,1514.9
1099.6,1519.4
1098.6,1521.6
1100.2,1522.6
1103,1526.4
1107.8,1520.3
1114.8,1527
1118.7,1525.7
1119.1,1531.5
1122,1527
1122,1526.7
1125.8,1526.3
1129.2,1523.9
1132.5,1528.8
1138.2,1524.1
1142.2,1520.3
1144.1,1518.8
1139.3,1518
1138.5,1514.9
1134,1515.8
1130.3,1517
1137.9,1509.4
1133.5,1508.7
1126.9,1505
1121.9,1506.1
1116.9,1506.4
1120.7,1499.8
1108.9,1495.2
1107.7,1485.1
1109.6,1484.8
1111,1484.5
1110.8,1479.9
1108.5,1479.5
1107.4,1477.3
1104.9,1476.5
1095.3,1476.4
1092,1472.1
1092,1472.2
1089.1,1477.7
1082.7,1477.1
1084.4,1484.9
1083.7,1488.9
1082.5,1491.5
1088.8,1490.2
1094.7,1495.7
1105.6,1501.3
1094.3,1502.4
1083.1,1501.9
1077.2,1510.5
1070.1,1512.4
1066.7,1516.7
1060.7,1518.4
1058.5,1510.3
1058.9,1503.9
1056.8,1509
1054.2,1511.1
1054.2,1516.4
1054,1527.6
1060,1532.4
1061.9,1529.1
1076.3,1529.6
1081.7,1538.6
1076,1546.9
1079.3,1550.2
1079.3,1550.5
1085,1558
1080.9,1556.3
1072.2,1557.6
1074.9,1560.9
1073.2,1566.5
1065.6,1564.8
1057.6,1563.4
1053.9,1569.5
1053.6,1563.2
1053.2,1557.9
1058.8,1557.8
1066,1553.7
1065.9,1545.8
1059.7,1546.7
1056.1,1547.2
1057.5,1540.5
1056.5,1538.3
1047.4,1540.1
1045.3,1542
1045.2,1541.9
1043.8,1535.9
1039.9,1536.7
1038.7,1538.7
1039.5,1547.6
1035.5,1552.7
1043.2,1555.5
1047.5,1551
1047.9,1559.7
1042.4,1568.3
1040,1575
1036.7,1575.8
1031,1568.8
1028.3,1574.9
1023.6,1581.1
1024.2,1584.6
1024.1,1586.4
1025.9,1590.7
1032.1,1590.3
1037.7,1591
1036.8,1595.1
1032,1596.2
1032.4,1597.8
1030,1600.5
1026.6,1598
1027.4,1602.9
1027,1603.3
1032.5,1604.5
1042.5,1609.8
1041.7,1613.2
1043,1616.5
1050.6,1619.2
1048.7,1627.7
1052.8,1634
1046.7,1634.5
1044.3,1638.9
1040,1639.6
1033.3,1630.1
1034.2,1627.7
1039.3,1620
1037.6,1617
1039.1,1614.1
1044.2,1606.1
1045.6,1602
1046.4,1599.5
1042,1602
1041.3,1595.9
1044.5,1593.8
1044.9,1592.1
1041.9,1590.4
1042.5,1587.9
1053.3,1577.1
1057.1,1590.7
1055.9,1593.7
1057.8,1600
1063.5,1598.6
1063.4,1597.5
1065.6,1591.7
1065.2,1585.8
1066.4,1582
1065.5,1577.6
1066.3,1574.4
1070.6,1574
1073.1,1575.6
1070.8,1586.2
1075.2,1587.3
1075.8,1577.6
1084.4,1571.8
1084.4,1568.7
1087.2,1570.4
1088.7,1569.9
1090,1573.4
1095,1570.3
1095.6,1576.8
1089.1,1576.7
1093.4,1581.2
1093.5,1587
1100,1592.2
1101.6,1597.2
1104.2,1607.9
1101.5,1608.9
1103.6,1612.1
1107.9,1611.6
1108.8,1611.9
1115.5,1605.2
1122.3,1606.7
1121.9,1605.4
1121.3,1603.8
1124.2,1602
1132.2,1600.9
1132.3,1603.6
1133.5,1603.9
1138.8,1606.4
1139.2,1606.4
1145.8,1610.4
1156.6,1615.4
1151.7,1617.7
1147.1,1624.5
1145.4,1628.1
1147.9,1632.1
1151.6,1634.4
1156.2,1643.2
1158.2,1650
1157,1653.2
1145.4,1654
1135.3,1644.5
1136.1,1639.9
1134.3,1636.6
1131.3,1636.2
1135.5,1627.7
1138,1622
1133.4,1625.4
1127.5,1625.2
1125.9,1628.9
1125.1,1624.4
1124.7,1620.8
1130.4,1620.4
1123.3,1612.5
1121.7,1611.2
1116.7,1613.9
1116.3,1618
1120.3,1628.1
1120.1,1629.3
1116.8,1632.2
1119.6,1639.4
1122.6,1637.9
1129,1639.5
1123.8,1646.9
1122.1,1649.1
1123.1,1664.7
1123.1,1665.8
1113.8,1660.7
1111.6,1664.5
1108.2,1665.7
1104.5,1656.7
1104.4,1648.5
1107.1,1649.2
1109.7,1649
1117.3,1645.1
1111.6,1641.3
1106.6,1639.6
1110.1,1633.2
1108,1624.7
1108.1,1623.3
1108.5,1620
1097.6,1614.8
1095.7,1614.1
1091.5,1608.1
1088.6,1606.5
1092.9,1600.4
1091,1598.4
1085.2,1604.8
1080.5,1605.7
1083.1,1601.8
1082.3,1589.8
1075.8,1594.4
1072.8,1601.6
1072.3,1603.5
1064.9,1604.1
1062.9,1604.2
1063,1605.1
1055.7,1611
1056.2,1612.1
1060.4,1612
1061.7,1619
1071,1615.2
1066.8,1621.4
1067.2,1624.7
1064.7,1624.5
1057.1,1625.9
1067.4,1629
1070.8,1627.5
1069.5,1625.2
1070.2,1623.7
1074.6,1622.7
1077.1,1623.8
1077.7,1624.1
1079.2,1622.3
1086.9,1623.3
1087.2,1619.7
1090.3,1619.4
1103,1623.9
1096.7,1635.1
1094.7,1638.1
1094.1,1635.1
1088.4,1627.6
1083.9,1628.2
1086.4,1630.2
1085,1636.2
1087,1636.5
1085.1,1640.7
1085.3,1640.9
1084.3,1648.7
1088.3,1654.7
1094.3,1655.9
1095.6,1664.3
1097.8,1664.3
1101.6,1667.1
1102.1,1677
1097.3,1675.8
1096.6,1676.7
1092.8,1674.6
1083.3,1673.9
1081.9,1680.4
1081.6,1682
1081,1680
1080.5,1679.2
1079.3,1676.8
1076.3,1664.1
1087.6,1664.4
1090.6,1664.4
1089.7,1663.6
1086.7,1661.4
1075.9,1646.3
1073.1,1651.3
1073,1653.5
1060.8,1653.4
1065.6,1655.3
1069.1,1659.8
1072.6,1660.5
1070.6,1666.1
1073.9,1667.5
1072.6,1670.7
1063.5,1671.3
1068.2,1680.7
1072,1682.8
1060.2,1685.1
1049.3,1695
1049,1686.6
1049.2,1686.5
1052.8,1670.9
1049.9,1665.3
1047.1,1666.3
1047.1,1664
1046.1,1656.4
1056.5,1665.3
1056.8,1656.4
1056.4,1654.9
1054.1,1639.8
1052.3,1640.7
1041.4,1652.2
1038.4,1658.9
1040.6,1659.4
1041.6,1664.4
1041.8,1664.7
1038.6,1667.5
1035,1678.6
1032.9,1679.3
