X,Y
56.6,403
61.1,402
61.5,402.3
61.4,397.4
63,395.5
64.3,395.3
65.9,391.1
68.2,390.1
68.6,392.7
70.2,395.7
80.6,400.1
86.8,397.7
86.1,409.1
82.8,410.4
78.1,410.1
79.5,415.1
77.9,416
75.7,419.2
83.5,421.1
83.9,423.5
82.9,426.2
80.5,421.9
78.4,423.2
70.5,428.9
71.8,429.3
75.5,429.7
78.1,430.4
77.2,433.2
77.6,438.9
79.9,441.7
78.6,442.7
79.8,444.5
83.9,444.1
82.7,442.9
82.6,436
85.2,434.9
88,431.1
87.9,430.6
91.3,432.5
90.4,425.8
92.5,423.5
90.3,420.6
90,419
94.6,418.4
98.4,424.1
102.3,426.1
99.4,427.5
100.9,432.1
100.6,434.7
99.8,435
97,437.1
97.7,438.1
100.9,440.8
95.1,448.3
97.5,453.8
100.7,450.7
102.2,443.5
103.9,439.1
108.6,437.4
109.6,434.4
113.2,435.7
114.6,440.2
113,443.5
117.8,446.7
125.1,447
122.7,452.6
124.2,458
130.3,459.5
140.1,455
141.2,449.8
141.8,446.2
143.4,445.6
138,442.4
135,439.4
130.2,439.2
126.5,446.4
124.8,445
124.4,441.2
124.2,440
123.7,438.9
122,435.2
125.7,435.2
125.8,431.3
130.9,426.5
136.6,419.2
133.5,410.7
127.2,407.7
131.1,401.2
130.8,396.9
127.8,393.6
126.2,399.5
122.6,402.1
124,396.7
124.8,393.2
124.7,392.6
128.1,390.7
129.5,390.9
131.3,389.2
132.6,385.1
130.9,382
128.8,380.6
122.6,378.7
126.5,377.4
128.5,379.1
129.9,378.8
136,378.5
135.9,379.9
142.9,386.3
144.2,391.3
142,391.7
140.4,393.1
139.8,396.2
136.8,398.9
137.9,403.5
136,405.1
135.8,407.2
137.1,407.5
139,408.4
141.9,409.1
147,413.6
146.3,416
144,420.1
141.9,425
142.6,425.9
144.7,427
144.8,429.7
140.2,427.6
134.5,427.8
132.3,430.1
139.6,432.8
141.7,435.4
145.1,435.5
152.2,438
153.7,437.7
152.2,434.6
151.4,434.4
150.2,428.4
149.9,427.3
150.6,428
154.9,429.1
156,425.6
162.8,425.2
159.3,432.4
161.9,436.2
165.6,431
166,433.4
169.3,439.4
170,442.6
169.3,443.7
174.6,443
173.5,438.8
173.9,438.3
174.9,436.7
178.5,435.5
176.5,429.7
173.3,430.3
173.4,429.4
169.6,427.3
170.8,424.4
170.4,423.9
167.3,420
169.9,416
168.8,414.6
165.1,416.2
163.2,415.3
162.3,414.8
157.7,416.5
157,421
154.3,420.7
152.2,420.3
149.5,422.5
149.1,422
148.8,420.2
149.5,417
149.3,415.8
154,410.1
155.3,407
152.2,406.4
151,403.7
150,407.7
149.3,407.5
145,405.2
141.8,404.1
140.4,399
145.2,398.3
148.6,394.4
146.8,392.8
148.7,388.1
151.6,382.9
153.1,379.5
153.9,377.9
154.9,366.6
157.8,364.8
155.8,364.1
153.3,361.4
151.9,364.4
152.9,366.4
151.2,368.8
149,368.6
150.1,375.2
150.3,378.6
147.3,381.9
145.7,378.8
143.5,378
141.2,377.3
142.7,372
143.8,369.7
144.2,366.8
140.6,365.6
138.2,365.5
138.3,366.3
139.2,367
139.6,367.7
135.3,370
133.3,370
130.5,374.2
128.4,371.3
123.9,373.1
122.3,373.6
116.4,374.8
115.7,379.8
115.2,387.1
113.8,389.9
110.6,390.1
109.6,392.6
104.5,394.9
106.4,397.4
106.6,398.1
108.2,403.3
109.7,404.9
111.1,401.9
114,393.7
116.2,400
114.6,403.5
116.7,406.4
117.7,412.1
121.5,414.1
119,417.4
124.8,418.6
126,423
126.4,423.7
124.4,425.4
117.1,430.5
117.1,432.4
109.4,430.8
107.5,426.7
108.9,426.6
111,427.3
112.7,426.1
115.3,425.3
114.9,424.6
119.2,419.2
115.9,420.8
112.3,420.7
111.5,420.3
109.6,415.5
109.2,415.2
110.9,413
106.2,413.4
104.1,412.7
98.5,416.9
98.1,413.9
99.2,406.7
94.3,403.2
95.2,401.8
100.1,400.1
100.5,391.5
104.7,391.3
103.2,387.5
102.1,388
97.6,384.9
94.8,389
91.9,393.1
88,393.6
85.1,392.4
83.2,396.2
81.3,393.3
81.3,392
78.6,391.9
76.8,390.5
80.9,385.7
79.5,382.6
78,376.7
76.5,375.2
75.1,371.3
71.8,370.7
67.5,366.2
69.6,372
68,376.3
72.3,379.8
67.1,384.5
66.2,383.3
64.3,383.4
65.1,379.9
60.5,375
63.5,371.9
61.6,368.8
60.1,363.6
58.7,366.1
57.5,365.6
56,365.4
57,359.4
51.1,359.4
49.2,354.2
45.4,354.2
43.1,359.1
41.3,352.6
39.2,350.6
42.5,347.6
50.1,343.7
57.7,347.6
62.5,351.1
63.6,347.6
66.6,344.1
68.5,342.5
67.5,340
67,338.5
66.2,338.4
66.7,334
66.9,333.1
64.5,334
62.7,334.2
62,335.4
60.5,335
61.1,332.1
61,330.1
69.6,324.7
71.6,323
70.7,327.7
71.3,329.6
68.4,333.2
71.2,332.1
73.4,333.8
76.9,332.6
77.6,331.5
78.1,330.3
78.8,329.5
77.3,322.1
80.1,312.7
86.8,314.9
83,311
79,304.4
82.7,302.9
84.3,304
84.4,304.3
84.7,306.4
85.6,305.6
90,303.7
93.7,305.3
95.7,303.8
96,304.5
96.8,304.7
97,307.3
96.2,308.6
92.9,313.7
98.4,312.5
98.4,317.4
97.1,322.1
100,327
92,328.4
89.7,327.6
88.4,328.6
88.1,333.5
85.4,337.2
84,338.1
80.4,336.3
76.8,341.8
76.3,342.8
76.4,343.5
74.6,343.4
73.7,344.1
70.7,347.1
72,348.8
70.7,351.2
76.5,349.9
80.6,348.2
78.7,350.4
78.7,353.3
77.9,356.7
75.9,361
79.2,366.2
84.1,371.3
84.4,371.5
83,373.8
84.5,375.9
88.5,378.4
88.6,381.7
93.4,377.5
99.9,380.8
100.4,379.4
99.5,378.1
102.6,376
98.8,373.3
100.9,370.9
99,369.5
96.9,373.7
88.6,370.1
88,365.9
91.1,364.5
95.5,361.2
95.3,359.7
94.3,356.5
88.7,357.4
89.7,354.1
89.4,354.1
85.8,350.1
84.8,346.8
93,338.5
94.5,342.9
97.1,342.7
99.5,341.7
98,344.4
97.5,350.2
95.5,352.3
101.9,356.9
103.8,359.5
107,359.7
108.6,353.4
109.3,354.6
112.7,357.1
111,357.8
107.3,364.6
103.7,365
107.3,370.1
108.4,367.6
113.7,367.8
116.3,366.6
119.5,351.8
121.6,354.6
123.8,353.8
124.3,363.2
129.6,361.6
131.7,359.3
126.8,354.5
128.8,354.2
130,352.2
128,350.9
130.1,350.8
131.4,347.2
128.9,345.4
126.2,344.7
122.9,344.2
120.3,343.7
117.8,344.7
113.1,340.9
115.8,340.9
119.7,338.8
124.5,337.7
128.2,338.6
128.3,339.6
129.6,340.7
130.6,337.7
133.1,331.7
131.2,327.6
128.3,329.5
121.3,330.2
116.8,325.2
114,328.8
110.2,340.1
108.2,337.4
107.8,336.9
104.2,339.1
103.2,339.7
102.6,339.9
106,332
106.4,327.7
103.1,324.4
105.1,324.7
110.9,324.8
119.8,314.5
120.2,309.9
124.1,311.9
125,311.8
126.1,312.1
129.9,309.6
132.6,314.2
131.1,314.7
128.4,317.5
126.7,319.2
126.2,322.2
135.3,319.6
137.6,320.5
137.9,323.1
138.6,317.9
137.9,312.2
133.9,310.8
136.4,308
133.6,302.6
132.3,303.3
129.1,303.2
133.9,291.2
129.4,294.5
123.6,293.5
117.1,296.8
112.4,295.2
109.9,297.8
112.6,299.1
113.8,303.4
119.4,304.9
114.1,311.7
105,318.1
105.4,315.5
103.7,314.3
102.5,305.5
106.4,305.2
107.4,303.3
102,301
97.4,294
106.1,295.4
105.2,293.7
107,290.1
111.8,285.9
114.3,282.7
115.9,288.4
116.8,286.5
123.9,283.9
122.1,276.9
118,279.1
114,278.5
115.9,274.4
116.1,272.8
108.3,276.1
112.2,277.9
111.9,281.9
107.5,282.7
104.3,279.1
102.6,281.2
101,284.4
97.3,280.5
94.5,283.2
94.7,290.5
94.8,296.4
92.8,297
88.2,299.6
87.3,297.9
81.2,299.8
77.5,298.9
76.1,298.7
76.9,295.1
74.2,294
71.9,292.1
76.6,291.5
85.1,285.6
79.6,270.4
77.3,269.2
75.6,269.1
74.4,271.8
74.9,272.1
71.6,276.3
72.3,284.4
68.9,285
66.5,288.6
66.9,295.7
69.5,296.9
71,300.1
68.9,301.4
65.4,302.6
64.2,304.3
67.3,304.3
72.9,310.1
73,310.9
72.8,311
76.5,313.5
73.3,315.3
70.3,313.4
69.1,315
58.7,310.4
59,306.4
56.7,303.7
56.1,310.1
53.5,311.5
52,314.2
53.9,315
54.6,314.2
58.6,318.7
58.6,320
58.6,321.2
56.6,323.3
54.2,323.6
56.5,326.1
55,326.2
52.1,328.4
51.5,329
46,327.7
46.9,330.9
52.7,337.6
53.9,339.1
47.5,337.6
43,336.2
43.7,334.3
41.3,327
38.7,333
34,334.9
31.2,330.4
32.6,321.5
33.6,314.3
35.7,316.7
43.1,321.9
46.4,321.9
49.7,322.7
49,321.9
48.7,318.5
45.6,316.5
46.9,313.6
46.6,305.9
47.9,305.3
50.6,302.9
48.3,296.4
47.2,295
47.2,287.9
50.4,293.3
59.4,300.8
57.4,294.3
56.8,289.8
62.4,289
63.5,284.3
59.1,273.4
64.8,274.8
67,268.1
69.2,269.2
72.4,268.4
80.2,261.7
78,261
76.7,253.6
72.3,252.5
74.1,249.6
76.9,252
78.4,250.7
79.6,250.9
82,252.2
82.3,244.2
82.1,243.8
80.1,242.1
84.2,242.5
83.7,241.6
84.2,241.4
84.4,237.1
83.3,233.5
80.7,228.7
80.8,228.5
77.9,228.9
77.1,229.6
77.3,224.9
81.4,225.1
85.1,219.6
90.1,217.1
90.2,216.8
91.5,215.4
90.4,210.4
89.9,210.5
87.1,211.9
85,211
83.8,211.6
85.5,207.7
86,203.6
90.3,204.2
92,201.8
92,200.6
88.9,198.8
89.1,197.2
88.5,197.4
84.1,196.7
82.8,194.4
78.6,193.6
81.5,188
80.8,185.2
83.9,183.9
84.3,182.1
82.7,180.2
85.3,178.2
88.2,174.6
82.3,174
78.8,176
75.9,177.2
71.4,180.9
70.8,183
75.2,184.4
72.4,189
70.6,191.3
72.2,196.5
71,199.2
70.8,201.4
74.5,203.3
75.8,202.7
76.9,199.3
78.2,202.8
79.8,205.2
74.7,207.5
71.9,208
71.4,210.9
81.1,209.4
81,212.7
77.1,215.3
72.8,213.3
71.7,215
69.7,211.4
68.4,210.5
67.7,207.2
65.8,197.8
59.6,193.8
59.9,189.7
64.2,191.2
69.1,188.1
66.6,184.7
63.7,185.5
66.2,181.1
64.8,179.6
65.2,179
68.3,171.8
65.5,174.6
62.7,174.8
59.7,176.5
60.3,183.9
48.1,186
48.5,193
45.8,192.1
42.4,192.7
45.6,194.2
44.9,195
43.9,202.7
42.7,204.8
53.1,202.5
58.2,200.1
60.9,201.4
60,204.5
61,211.9
63,217.3
57.4,224.8
53.6,224.1
52.6,232.2
53.2,232.3
59.8,234.7
60.4,234.8
64.1,234.7
65.8,235.7
68.2,233.3
65.6,227.6
65.1,221
68.9,221.3
71.6,224.6
70.7,233.6
73.4,234.3
75.4,232.8
74.8,236.9
71.6,236.7
69.3,241.8
69.7,243.1
70.3,243.3
73,244.1
72.9,244.7
68.9,247
66.3,250
63.5,249.1
64.9,246.9
62.3,241.5
59.2,242.7
57.4,237.9
56,236.3
54.1,237.5
51,240
51.8,247.2
49.1,248.7
45.8,234.6
47.1,231.9
39.3,233.4
39.3,239.5
36.4,240.6
35.5,239.8
32.7,242.1
27.5,247.4
26.1,244.8
26.3,242
28.1,236.2
29.6,232.4
31.7,236.7
35,237.3
34.2,232.7
33,228.3
31.9,226.2
30.2,221.5
31,218.8
31,218.4
27.4,220.8
27.2,226.3
26.4,225.8
25.8,226.5
24.1,227.7
20.7,230.9
19.6,227.6
19.5,226.2
21,222.8
18.7,216.6
22,214.8
14.9,211.3
16.4,205.1
19.3,206.5
28.9,203.6
30.6,208.5
27.6,211.2
31.2,215.6
37.2,216.2
42.4,217
42.7,221
43.8,220.6
45.4,221.2
48.6,220.4
51,220.2
55.8,220.7
54.8,214.6
52.5,215.8
52.4,213.9
49.7,214.3
45.3,216.2
42.7,216.3
42.1,214.2
43.8,212.4
41.6,210.4
41,212.4
38.8,211.7
34.7,210.6
34.7,206.6
32.8,204.4
34.1,203.9
35.3,203.1
36.9,200.3
34.5,199.4
32.5,191.5
37.5,189.1
38.6,187.9
39.7,183.1
34.7,184.6
33.2,183.3
31.3,186.1
31.1,184.4
32.8,178.1
31.9,173.4
27.1,171
25.4,167.1
24.7,167.1
23.7,171.8
20.9,173.9
16.1,172.7
17.8,170.1
19.4,170.3
19.8,166.2
18.6,165.4
17.9,165.1
22.4,163.4
17.8,159.5
22.1,159.6
26.3,155.5
29.4,154.6
30.6,157.1
34.3,158.6
32.4,161.4
33.4,160.9
34.8,160.6
37.6,157.1
37.4,158.2
39,165.5
39.8,169.9
38.9,172.1
38.1,177
45.8,182.6
45.9,177.1
48.1,175.5
50.4,171.6
49.7,168.1
50.2,164.3
49,162
41.8,162.4
43,162.1
48,160.3
47.9,158.8
48,156.2
49.3,154.5
55.1,155.3
53.5,152.3
47.3,151.2
47.1,151.5
44.6,151.6
43.8,149.9
50.7,144.5
56.3,147.2
60.9,145.5
64.8,139.2
65,135.5
67.8,135.2
70,135.3
73.9,134.9
74.1,130.8
74.2,130.7
76.2,128
80.2,136.3
79.2,138
76.5,139.9
79.6,143.1
81.5,145.7
77.9,150.2
76.7,143.7
75.7,143.8
74.6,145.7
70.3,148.1
67.9,146.5
66.6,148.2
66.1,149.2
62.8,151.2
60.1,152.9
63.7,156.3
64.1,157.1
66.9,156.9
67.5,159.9
69.8,160.4
67.2,163.2
66.7,163.4
65,162
57.1,159.4
56.3,169.1
62.4,172.3
64.7,171.6
64,167.5
67.6,168.2
68.3,168.4
68.3,165.3
68.5,164.8
69.5,164.3
70.6,165.5
71.2,165.1
76.4,166.4
80.7,163
83.6,163.2
83,161.6
85.1,160.7
86.4,160.7
88.1,158.8
85.4,153.2
83.7,149.7
88.3,146.9
86.1,142.8
86.9,140.8
86.4,139
87.5,136.5
88.2,130.4
86.9,127.9
83.5,125.3
85.5,122.8
88.7,123.5
90.4,122
94.4,121.4
98.5,115.9
97,111.1
98,104.1
96.5,104.6
95.5,102.8
95.7,102.2
89.8,103.3
89.8,106.5
91.9,110.7
90.6,115.6
84.5,111.8
82.7,105.9
79.1,101.2
76.4,108.3
75.5,109
80.8,113.3
73.8,121.9
73.1,121.1
72.8,120.4
69.7,121.6
68.1,122
66,121.3
67.2,124.7
68.5,126.1
65.3,124.5
60.5,128.5
58.3,132.4
57.8,133.2
55.2,136.7
50.5,131.8
49.2,131
49.1,130
46.7,128.6
50.1,126.1
52.3,127.3
56.5,128.7
55.4,123.5
62.5,118.2
64.8,114.6
64.5,111.1
60.5,115.2
61,113.1
59,108.8
57.5,109.3
55,108.9
53.4,103.3
51.2,103.8
51.3,103.2
54.4,97.1
58.9,97
64.5,106.2
67.6,103.3
71.6,108.3
72.2,99.6
73.7,99.8
67.9,97.5
65.3,93.9
70.6,94.8
75.1,94.4
74.3,90.1
75.9,85.4
78.9,87.6
81.2,85.7
85.8,79.9
86.9,81.2
86.9,84.1
82.3,87.1
86.6,92.3
93.9,101.6
96.5,98.1
100.3,96.3
103.9,96.2
107.7,89.8
107.2,88.1
102.1,82.9
101.4,85
99.3,88.4
96.5,89
96.9,86.4
95.6,84.9
94.7,83.4
92.7,84.2
96.3,72.6
92.5,72.8
90.8,73.4
88.4,70.9
90.7,65.9
91.1,63.5
88.3,61.1
81.8,66
82.3,74.8
78.6,74.9
71.5,76.1
69.8,74.4
70.2,82.8
67.7,83.3
67,81.7
61,81.4
57.2,78.8
61.7,77.3
59,72.7
63.1,73
66.9,70.9
70.3,70.3
73.4,62.1
71,57.8
75.8,53.3
81.5,56.8
80.8,53.4
86.7,50
88.6,48.6
85.3,42.3
88.8,36.3
91.9,34.3
91.8,25
96.3,33.4
102.2,37.5
101.3,38.9
102.8,40.8
103.2,44.3
95.2,48.7
96,49.9
97.3,51.1
99,51.7
94.5,57.1
93.5,56.4
92.3,48.9
91,50.8
89.3,52
86.5,54.4
86.4,55.3
88.9,55.5
89.4,58.7
90.2,60.7
96.3,61.3
101.7,62.7
105.7,55.4
108.5,55.5
107.6,53.5
104.7,51
104.1,50.2
105.9,46
106,39.1
109.7,37.6
112.5,33.8
113.6,36.9
123.5,36.1
124.1,36.3
120.7,31
118.5,31.1
118.5,29.6
115.7,29.8
116.1,25.9
113.9,25.9
111.7,25.6
111.4,29.8
107.9,32.1
105.1,34.2
103.3,33.3
98.3,29.9
100.7,26.5
105.2,25.7
102,23.8
95.6,19.4
96.5,18.8
99.8,13.9
101.8,14.1
103.3,14.2
107.7,20.4
107.8,18.1
103.8,9.4
106.1,7
108.2,4.7
105.3,2.5
100.6,1.6
99.8,2.6
98.3,2.6
96.8,10.8
93.6,1.6
89.2,4
84.7,3.2
82.5,0
79.2,1.6
77.4,5.7
74,3.7
68.1,8
66,3
62.6,4.3
64.1,5.1
65,6.9
65.9,10.8
67.9,13.9
68.1,15.8
68.2,15.8
68.4,16
72.6,15.2
68.7,18.1
64.3,21.1
63.3,24.5
69.9,32.2
72.9,30.5
74,25.2
76.3,24.4
80.5,21.1
76.4,15.3
84.4,12.7
83.2,10.9
84,8.2
87.6,10.1
88.7,9.6
90.8,8.5
86.9,17.2
83.8,24.4
85.3,26.4
79.7,30.2
83.2,33.9
80.7,38.9
82.1,39.4
82.1,40.9
81.7,40.9
76.7,41.3
75.9,46.4
76,50.4
71.6,49.8
71.8,47.5
73,44.3
69.7,42.9
70.4,44.6
69.8,45.2
65.5,47.2
62.8,43.7
65.3,42.7
63.5,34.2
58.8,35.1
59,36.8
54.8,37.7
55.2,30.8
54.9,29.8
58.8,30.3
57,28.7
55.6,19.4
54.2,18.3
53.3,17
53.3,13.6
59.2,12
61,11.7
64.1,10.4
56.4,9.3
47.3,11.2
47.3,8.2
43.4,6.7
46.6,2.3
41.8,0.5
34.4,0.2
31.5,4
24.8,1.4
24.2,1.4
21,0.3
18.9,1.2
18.2,6.4
15.1,10
17.8,15.9
23.3,13.8
23.8,12.9
24.7,11.9
25.9,19.3
21,25.2
18.5,23.2
13.5,21.8
13.1,21.8
10.9,21.2
11.5,17.5
8.5,15.6
4.1,8.7
4.2,18.9
2.8,20.1
2.1,23.2
4.4,27.4
8.5,26
14.1,27.1
16.9,31.1
17.5,34.3
14.4,40.6
15.7,44
16.2,51.2
17.3,55.1
16.5,57.1
14.6,61.4
22.3,60.5
21.4,63.8
25.3,65.6
21.7,68.3
19.3,66.9
17.3,73.2
17.5,76.5
9.6,73.7
8.3,65.2
9.6,62.5
9.4,58.9
12.1,56.8
12.7,55
12.3,53.9
6.8,46.4
10,37.4
9.4,33.3
0.9,33.6
1.7,35.2
0.7,38.4
3.1,40.2
4.8,41.5
5,45.4
3.5,46.3
2,49.6
5.2,54.5
1.4,70.3
5.7,81.6
4.2,84.1
6.6,86.2
10.7,83.3
18.5,83.3
19.8,84.5
22,81.7
25.3,86.8
23.8,89.1
17,86
20.3,90.3
19.2,95.5
21.2,100.4
19,104
14,101.4
10.9,94.4
12.4,92.7
8.6,87.5
7.9,88.2
2.8,97.3
9.2,98.8
11.9,104.1
12.6,104.4
14.1,110.6
19.8,111.9
21.2,112
18.4,112.4
16.6,114
18.3,117.9
16.8,121.3
15.9,123.7
13.6,121.9
11.1,110
2.8,107.2
5.5,115.7
4.5,116.1
0.8,122.6
0.5,123.8
3.2,123.9
5.6,125.3
2.5,126.8
1.5,128.7
1,134.1
3.2,134
3.5,133.4
12.2,139.9
11.2,141.5
13.2,143.6
17.4,141.5
18.4,133.7
17.5,125.7
19.8,124.8
27.4,121.6
26.1,117.5
23.2,118.8
22.5,115.5
25,113.9
29,110.4
29.1,108.4
36.7,107.7
36.6,106
36.1,105.9
33.2,102.8
32.4,101.2
28.6,98
24.9,93.2
26.4,92.1
28.9,91.8
30.4,91.5
31.6,88.4
33.7,89.3
35.4,88.4
32.5,83.2
37.2,80.2
35.4,79
36.7,75.2
32.5,74.2
32.1,76.8
29.6,79.5
26.4,79.5
26.8,75.9
28.7,71.3
30.7,62.5
33.9,57.4
31.3,55.2
30,51.3
27.7,48
25.4,43.3
23.4,42.3
25.6,42.5
29.4,43.2
30.4,43.3
29.7,41
29.2,39.7
30.8,38.1
30.3,35.7
33.1,30.9
28.8,26.8
30.8,27.1
34.1,26.3
33.1,21.8
37,19.5
33.1,15.5
32.3,14.6
33.9,13
37.4,6.3
41.1,7.5
43.8,11.4
42.3,12.6
41.6,14.2
42.5,21.3
41.5,23.8
39.6,25.4
40.6,27.4
42.3,27.7
46.2,27.4
46.3,28.4
48,28.7
53.8,29.2
46.3,33.5
46.1,33.1
39.8,34.4
49.6,35.4
47.9,38.1
47.5,40.5
44.3,42.5
43,43.4
41.2,40.7
38.8,42.2
37.3,41.4
35.5,40.1
33.6,47.3
43.8,48.7
37.4,52.5
36.9,57.8
35.3,61.7
34.6,62.7
36.1,64.8
36,69.6
42.2,69.1
42.9,75.8
43.6,81.9
44.5,82.6
47.4,75.4
48.8,73.4
49.8,67.9
48.2,63.3
46.1,62.8
45.7,62.1
51.2,54.2
58.5,60.5
60.8,60.6
54.8,54.9
52.3,46
53.4,45.6
56.8,49
61.1,51.6
60.9,55.6
63.1,56.1
66.9,56.2
67.6,58.8
65.3,60.6
64.8,61.4
63.9,65.4
62.6,66.6
58.3,63.3
56.4,67.9
56.2,74.9
55.2,76.3
52.4,79.1
51.9,80.1
52,80.3
52.1,81.8
53.2,81.8
58.5,85.2
61.8,87.1
62.7,88.7
59.4,91.4
57,91.8
57.4,89
57,87.1
49.8,88.8
49.2,89.5
50,92.6
46.9,90.5
45.5,87.5
43.5,89.5
40.8,90.8
41.7,85.7
38.6,85.6
37.7,92.1
40,95.4
36.2,102.3
40.5,102.7
43.9,104.8
47,108.3
44.5,110.2
49.9,116.8
45.7,121.7
43.8,121.8
33.2,113
37.9,123.9
39.5,125.8
39.4,127.8
42.2,128.4
45.3,129.8
44.7,133.7
43.1,137.1
43.6,141.4
41.7,145.5
38.5,138.5
37.2,132.5
32.8,126.6
31.8,124.6
30.7,128
26.5,128.5
23.3,129.6
25.5,132.6
25.1,135
26.7,137.8
23,140
25.9,142.9
26.1,144.6
28.2,142.5
28,144.1
30.3,147.5
22.9,147.9
18.4,147.9
17.6,151.4
13.3,149
11.4,149.9
9.2,151.8
6.4,146.4
5.8,145.6
3.6,144.5
2.9,145
3.5,148.3
4.9,152.4
6.4,155.1
9.5,156.3
4.5,171.8
7,181.5
3,182
2.1,192.8
0.9,195.7
10.8,184.9
10.1,181.7
13.5,182.1
20.7,178.4
22.9,180.3
23.3,182.2
25.7,181.8
27,182.4
27.2,187.5
23,190.4
19.9,190.7
19.2,189.4
18,186.1
16.2,185.7
16,188.9
13.2,192.4
14,192.9
15.5,194.3
6.6,199.8
7.2,204.1
3.4,201.6
1.5,206.5
2,208.2
1.4,212.7
0.7,215.6
1.9,215.1
3.1,216.6
7.4,214.2
13.3,213.3
12.7,214.6
11.5,215.7
10.6,216.7
9,220.5
4.7,223.5
7.3,228.5
6.9,229.4
6.9,234.6
2.4,246.3
2.6,246.3
3.8,249.7
8.8,246.7
14.5,237.6
12.2,233.9
10.8,232.4
13.6,232.6
17,234.4
19.9,236.5
19.6,240.6
22.3,243
16.8,253.2
11.2,255
11.3,256.9
4.8,260
6.7,260.8
10.4,264.6
13.4,265.7
13.1,267.9
11.8,269.5
8.5,270.9
0.4,270.9
7.8,279.3
14.1,272.6
23.4,273.9
23.7,278.5
22.8,281.2
28.5,284.9
29.9,275.9
27.4,275.1
27.7,272.8
30.2,274.5
30.7,272.2
31.6,270.6
32.7,269.8
36.6,271.4
36,273.5
39.5,274.9
39.4,273.6
40,270.6
38.5,267.8
35.6,262.2
40.2,258
40.2,256.8
36.9,258.4
35.9,258.2
27.9,258.7
30.7,269
29.2,269.1
27.3,269.2
22.3,265.1
18.9,269
18.8,263.6
18.8,260.8
18.1,260.2
18.9,256.9
23.9,257
26.9,254.5
32.7,250.8
33.4,250
35.3,247
42.2,247.7
41.4,249.8
42,249.9
43.9,248.9
47.4,250.6
46.4,252.4
48.1,253.6
49.3,251.8
53.1,252.6
54.7,250.8
56.3,252.4
58,256.5
63.7,258.4
71.2,258.5
72.7,256.7
73.7,258.8
59.7,269.2
56,267.7
55.3,259
46.7,264.8
51.7,268.4
53.2,268.5
50,270.7
49.4,274.4
48.2,275.3
46.6,276
45.6,280.2
44.9,281.9
48.4,281.8
48.4,285.1
42.3,287
38.6,290
39.9,290.5
39.9,294
39,299.4
42.4,304.2
34.1,309.3
33.6,303
29.5,301.1
28.1,301.2
26.9,306.5
23.6,308.2
25.4,309.2
29.5,313.3
29.5,315.9
29.9,316.4
28.2,318.5
19.4,319.4
20.9,314.8
17.1,307.8
20.1,306.5
22.1,304
23,299.5
26,298
24.9,290.9
24.2,290.8
23.8,288.2
22.1,288.6
15.1,284.4
9.9,291.8
9,292.1
3.8,293.3
0,296.6
0.6,298.5
4.3,296.4
10.9,294.5
11.2,292.5
13,293.2
16.3,295.9
14.7,301.3
15,305
11.8,308.4
7.3,309.5
2.4,311.7
1.9,312.4
5.9,316.7
3.3,318.9
0.7,319.2
1.6,321.9
3.2,329.5
3.4,331.4
2.9,332.6
5.1,336.1
9.8,334.9
10.7,326.1
10.1,324.3
9.1,322.6
9.9,320.6
12.6,322.8
15.5,321.7
18.1,325.7
15.4,336.3
19.5,335.7
23.9,335.7
24.3,341.6
26.7,343.4
25.7,343.6
22.8,349.6
19.6,349.9
18.5,348.7
20.4,343.3
14.9,342.8
8.8,342.2
5.8,341.1
0.4,342
0,350.1
1.5,354.7
3.3,358.8
4.9,358.8
5.1,361.6
6,362.9
6,363.8
2.6,370.3
3,380.8
0.9,383.2
0.3,386.7
1.9,387.3
1.1,391.2
1.4,391.4
3.4,399.2
2.6,404.2
6.2,404
7,405.4
12.9,403.2
13,406.6
17,407.8
15.6,411.5
12.2,407.8
10.8,409.8
12.1,410.7
12.2,411.8
11.7,412.6
5.3,413.2
10.6,415.7
9.8,425.6
8.4,423
2.4,419.5
1.3,419.4
0,420.5
0.2,423
0.2,426.2
1.7,428.1
4.7,431.3
12,431.6
9.7,433.5
8.9,440.1
4.4,442.5
6,447
4.9,456
5.7,458.5
3.3,463.3
2.9,463.6
0.7,464.7
3.7,463.8
4.5,464.1
4.5,465.4
3.7,472.9
3.3,480.9
1.1,482.6
2.3,486.2
4.4,499.7
3.5,500.3
6,502.7
6.2,505.6
5.3,506
1.3,505.1
6.9,514.4
10.6,512.3
13.4,518.1
6.2,519
8.4,522.6
6.2,524.7
3.6,525.6
5.3,527.4
7.3,528.3
10.2,525.4
19,521.5
22.9,521.9
24.6,528.6
25.7,525.8
27,522.4
31.3,522
22.6,516.2
18.5,514.6
18.9,511.6
21.2,503.2
25.3,508.2
29.7,507.6
29.8,507.8
35.3,509
36.1,508.5
35.6,511.9
36.8,516.7
35.4,519.2
35.2,521.7
39.6,523.8
40.4,522.6
42.8,521.6
43.3,519.8
41.5,515.3
40.6,512
40.9,510.4
42.1,511.1
46.9,513.5
48.7,515.6
46.6,526.8
47,528.9
49.5,527.9
49.7,534
52.4,530.9
54.3,531.3
56.5,534.3
54.8,536.6
51.7,542
54,546.2
57.2,544
58.7,542.4
60.2,537.7
64,536.2
63.9,531.5
67.7,533.7
68.2,530.8
73.6,526.6
76.6,533.5
80,533.1
80.4,535.7
76,538.5
76.1,535
73.2,534.4
70.8,535.5
72.2,537.4
71.3,537.4
70,539.2
69.9,540.7
68.7,552
